id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated
ethena-staked-usde,susde,Ethena Staked USDe,https://coin-images.coingecko.com/coins/images/33669/large/sUSDe-Symbol-Color.png?1716307680,1.17,2651010781,51,2651010781,9283274,1.17,1.17,-3.316122538566e-06,-0.00028000000000000003,3643991.0,0.13765000000000002,2257526079.439559,2257526079.439559,10003352445917.512,1.29,-9.0215,2025-01-29T17:52:32.991Z,1.012,16.02229,2024-04-03T14:23:03.162Z,Unknown,2025-05-25T20:37:29.446Z
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,32.74,2618831112,55,3273702614,26813739,34.55,30.4,-1.8089077580229542,-5.23625,-145229282.8419218,-5.2542,79995999.05112354,100000000.0,100000000.0,50.43,-35.52558,2025-01-03T19:12:43.038Z,0.11125499999999999,29126.01665,2019-04-28T00:00:00.000Z,"{'times': 111.69174872249377, 'currency': 'usd', 'percentage': 11169.174872249378}",2025-05-25T20:37:28.522Z
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,21.16,2567848387,52,6347279070,14037030,21.44,21.12,-0.21281992605134903,-0.9958600000000001,-25419686.194145203,-0.9802200000000001,121367677.01585002,300000000.0,10003352445917.512,25.94,-18.29956,2025-01-25T03:07:37.823Z,0.25754000000000005,8128.85898,2020-03-13T02:18:02.481Z,Unknown,2025-05-25T20:37:24.775Z
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,12.57,2514409547,53,12572049255,564777037,13.04,12.36,-0.46457802511953405,-3.56361,-92513695.448699,-3.54877,199999975.835994,1000000000.0,1000000000.0,73.43,-82.88349,2025-01-19T11:50:34.806Z,4.29,192.93212,2025-01-18T03:40:29.231Z,Unknown,2025-05-25T20:37:26.881Z
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,0.7330749999999999,2467189040,54,4560363733,229930843,0.738692,0.7220409999999999,-0.003991063919601,-0.5414800000000001,-12572488.610943794,-0.507,3364694382.83684,6219316794.99,6219316794.99,1.54,-52.32518,2024-04-08T09:45:25.482Z,0.307978,138.19231,2023-10-18T02:50:46.942Z,Unknown,2025-05-25T20:37:27.060Z
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,4.59,2374043418,56,2441727732,417754467,4.72,4.48,-0.12653554465236902,-2.68345,-67054540.19558191,-2.7469,517716590.0562826,532476763.3362826,10003352445917.512,13.53,-66.13285,2024-03-17T16:30:24.636Z,0.03665669,12404.7169,2020-06-16T13:22:25.900Z,Unknown,2025-05-25T20:37:29.043Z
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,0.02670144,2295755806,57,2295755806,44616428,0.02769202,0.02639752,-0.0009630034068210001,-3.48101,-79328062.31781578,-3.34001,85985041177.0,85985041177.0,86712634466.0,0.280991,-90.50681,2021-04-19T01:08:21.675Z,0.00191713,1291.40112,2020-03-13T02:29:59.652Z,"{'times': 2.707152464028076, 'currency': 'eth', 'percentage': 270.7152464028076}",2025-05-25T20:37:21.130Z
usd1-wlfi,usd1,USD1,https://coin-images.coingecko.com/coins/images/54977/large/30Q2SFVH_400x400.jpg?1742998328,1.0,2149920843,58,2149920843,69086578,1.005,0.995045,-2.131023804397e-05,-0.0021300000000000004,-3863607.991230488,-0.17939000000000002,2151591831.0,2151591831.0,10003352445917.512,1.025,-2.40473,2025-05-12T12:36:39.412Z,0.989703,1.05876,2025-04-16T00:36:15.580Z,Unknown,2025-05-25T20:37:29.459Z
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.73,2132291708,59,2132389473,106796884,4.74,4.6,-0.01121529269692,-0.23666,-4719057.497350931,-0.22083000000000003,451099236.029539,451119918.781628,10003352445917.512,44.45,-89.38611,2022-01-17T00:34:41.497Z,1.16,306.67477,2020-03-13T02:27:44.591Z,"{'times': 46.2786323628738, 'currency': 'usd', 'percentage': 4627.86323628738}",2025-05-25T20:37:28.751Z
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.364596,2118630922,60,5460095798,174135607,0.37313599999999997,0.35364199999999996,-0.0066845863637340006,-1.80041,-36649606.66188884,-1.70046,5820312500.0,15000000000.0,10003352445917.512,1.52,-76.07452,2024-04-11T13:15:15.057Z,0.195078,86.13963,2024-09-06T21:04:48.253Z,Unknown,2025-05-25T20:37:28.319Z
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,0.806928,2101809630,61,2190187690,149528922,0.864065,0.797291,-0.055042045075277005,-6.38561,-142118274.3048575,-6.33346,2604959126.672,2714493896.672,2714493896.672,3.45,-76.62724,2024-03-28T17:21:18.050Z,0.008169590000000001,9782.13211,2020-03-13T02:24:18.347Z,"{'times': 8.30712598885471, 'currency': 'usd', 'percentage': 830.7125988854709}",2025-05-25T20:37:30.170Z
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.231018,2059536839,62,2409832520,56771147,0.234618,0.22750199999999998,-0.0034762253269160002,-1.48243,-30302880.94054985,-1.45001,8917075301.175383,10433733272.16659,10003352445917.512,1.29,-82.10415,2024-03-13T18:55:06.692Z,0.153392,50.2165,2025-04-07T07:06:08.017Z,Unknown,2025-05-25T20:37:27.597Z
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,1.35,2049333466,63,13483491655,272558203,1.42,1.32,-0.07212849445677601,-5.07621,-108916815.10972333,-5.04653,1519883364.592777,10000000000.0,10000000000.0,11.74,-88.51447,2024-03-10T00:10:42.330Z,0.583741,131.00513,2025-04-07T07:06:11.379Z,Unknown,2025-05-25T20:37:26.017Z
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,106793.0,2036785521,64,2036785521,3542020,108971.0,105683.0,-2176.7403566290886,-1.99756,-29422368.427518368,-1.42398,19016.42759389998,19016.42759389998,10003352445917.512,114576.0,-6.56466,2025-02-04T01:47:44.052Z,52119.0,105.40193,2024-09-06T21:01:52.094Z,Unknown,2025-05-25T20:37:29.026Z
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,1.052,1956514806,65,1956514806,4325026,1.053,1.052,9.944000000000001e-05,0.00945,9951553.0,0.51124,1858945592.859448,1858945592.859448,10003352445917.512,1.088,-3.25623,2025-02-03T02:31:35.208Z,0.9617159999999999,9.43868,2025-01-04T01:21:08.460Z,Unknown,2025-05-25T20:37:29.612Z
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,4.41,1894474265,66,3834910267,55044501,4.43,4.4,-0.018356369581978,-0.41442,-8297564.854679823,-0.43608,429480279.0,869380155.8,1000000000.0,4.43,-0.5024500000000001,2025-05-24T16:46:55.366Z,0.398142,1007.84779,2023-01-21T10:15:39.503Z,Unknown,2025-05-25T20:37:30.147Z
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.38353000000000004,1863797019,67,3833555764,121254051,0.395694,0.379088,-0.012136121731372001,-3.06726,-57054572.06612778,-2.97027,4861797072.0,10000000000.0,10000000000.0,2.39,-83.9621,2024-01-12T12:29:59.231Z,0.245747,55.99421,2025-04-07T07:01:34.124Z,Unknown,2025-05-25T20:37:29.806Z
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,2.77,1851885109,68,5427901691,120856705,2.86,2.74,-0.08777936082255501,-3.07163,-56618647.54954958,-2.96665,668534242.0,1959483407.0,1959483407.0,236.84,-98.82954,2021-04-01T13:29:41.564Z,2.14,29.26994,2025-04-07T07:06:32.125Z,Unknown,2025-05-25T20:37:21.367Z
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.215223,1851326299,69,1851425234,47690547,0.222382,0.212674,-0.007014456490638,-3.15629,-59320016.90424609,-3.10471,8601770142.70804,8602229822.197866,10000000000.0,3.56,-93.9544,2019-06-20T14:51:19.480Z,0.087513,146.01124,2023-09-11T19:42:08.247Z,"{'times': -0.9103236402263051, 'currency': 'usd', 'percentage': -91.0323640226305}",2025-05-25T20:37:21.762Z
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.9992209999999999,1644986432,70,1644986432,3714528725,1.008,0.9937469999999999,-0.000684701003876,-0.06848,-254090.36715340614,-0.01544,1646266683.026624,1646266683.026624,10003352445917.512,1.15,-13.21,2025-02-03T02:30:49.959Z,0.9403769999999999,6.25966,2024-12-05T22:30:51.394Z,Unknown,2025-05-25T20:37:21.982Z
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,2.49,1614829672,71,2799964178,88509262,2.5700000000000003,2.46,-0.06425605348551,-2.5137400000000003,-38654296.22823119,-2.33775,648304450.478795,1124099506.848945,10003352445917.512,20.85,-88.0699,2024-02-10T14:30:02.495Z,2.08,19.39185,2023-10-31T15:14:31.951Z,Unknown,2025-05-25T20:37:21.260Z
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,4.6,1593713355,72,1593713355,40821876,4.66,4.5600000000000005,-0.065173962137129,-1.39836,-28609364.95989275,-1.76348,346887144.381001,346887144.381001,10003352445917.512,5.03,-8.65128,2025-01-19T14:31:08.348Z,0.146839,3027.52097,2023-11-24T05:55:06.706Z,Unknown,2025-05-25T20:37:26.062Z
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.530126,1534932120,73,3707335003,55089466,0.560936,0.5111439999999999,-0.030810205436037002,-5.49264,-85285356.54855824,-5.26382,2897855555.54,6999215924.219044,10000000000.0,2.0,-73.56309,2024-01-31T15:02:47.304Z,0.30635799999999996,72.58944,2025-04-07T06:56:22.719Z,Unknown,2025-05-25T20:37:28.186Z
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,2523.28,1526438454,74,1526438454,34359097,2559.76,2475.15,-34.058078437853055,-1.33178,-20019049.464761734,-1.29451,604999.999959841,604999.999959841,10003352445917.512,4098.26,-38.52195,2024-12-06T20:27:27.286Z,1394.32,80.69981,2025-04-09T01:32:41.942Z,Unknown,2025-05-25T20:37:26.347Z
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,1.969e-05,1523924593,75,1748182159,282558971,2.161e-05,1.9290000000000003e-05,-1.920579355515e-06,-8.88871,-145345824.13292313,-8.70715,77419592329436.58,88812498134869.64,88812498134869.64,5.8250000000000006e-05,-66.24388,2024-11-20T04:01:06.465Z,8.6142e-08,22726.13794,2022-12-29T22:48:46.755Z,Unknown,2025-05-25T20:37:27.092Z
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,181.35,1505814580,76,1505814580,2048029,187.1,179.02,-5.635488999405766,-3.01391,-45874126.02507424,-2.9564,8303504.436936089,8303504.436936089,10003352445917.512,297.96,-39.13848,2025-01-19T11:30:53.744Z,100.21,80.95964,2025-04-07T06:56:20.488Z,Unknown,2025-05-25T20:37:26.553Z
sonic-3,s,Sonic (prev. FTM),https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,0.44463199999999997,1411428448,77,1411428448,103471879,0.47379899999999997,0.43624399999999997,-0.028835182175058004,-6.09022,-90691611.64857173,-6.03757,3175000000.0,3175000000.0,10003352445917.512,1.029,-56.83555,2025-01-04T21:35:44.705Z,0.359647,23.55612,2025-02-03T02:11:37.229Z,Unknown,2025-05-25T20:37:22.406Z
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,11.22,1402329812,78,1598616203,589204,11.28,11.1,0.025914780000000002,0.23158,3240623.0,0.23162000000000002,125025334.8513356,142525334.8513356,10003352445917.512,28.83,-61.12483,2021-12-01T15:09:35.541Z,0.342863,3168.8471,2019-02-07T00:00:00.000Z,Unknown,2025-05-25T20:37:22.577Z
fartcoin,fartcoin,Fartcoin,https://coin-images.coingecko.com/coins/images/50891/large/fart.jpg?1729503972,1.3900000000000001,1392551627,79,1392551627,150349619,1.48,1.35,-0.091049264775812,-6.13786,-90786307.36662173,-6.12041,999991986.212108,999991986.212108,1000000000.0,2.48,-43.86193,2025-01-19T20:41:07.782Z,0.02002855,6848.03773,2024-10-30T07:56:04.381Z,Unknown,2025-05-25T20:37:26.608Z
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,93.28,1356729644,80,1363102468,16632932,96.83,92.41,-3.546505697134776,-3.66265,-51988506.57559395,-3.69048,14544176.164091088,14612493.0,14612493.0,427.42,-78.1757,2021-09-11T09:15:00.668Z,0.215773,43131.45701,2018-08-23T00:00:00.000Z,"{'times': 14.911313672411264, 'currency': 'eth', 'percentage': 1491.1313672411266}",2025-05-25T20:37:27.765Z
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,0.8622449999999999,1315950104,81,1315950104,25042727,0.909466,0.85248,-0.046251492092083006,-5.09099,-69735441.78288484,-5.03256,1527308048.38571,1527308048.38571,1818000000.0,3.86,-77.70741,2024-04-01T12:34:58.342Z,0.04559639,1789.31057,2020-03-13T02:29:26.415Z,"{'times': 6.185377094920065, 'currency': 'usd', 'percentage': 618.5377094920065}",2025-05-25T20:37:21.752Z
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,2631.26,1268764013,82,1268764013,1303285,2668.99,2587.58,-37.7326939357622,-1.41374,-18614003.15625739,-1.44588,482188.7567984902,482188.7567984902,10003352445917.512,4216.2,-37.59373,2024-12-06T20:31:16.142Z,1459.69,80.2556,2025-04-09T01:45:22.546Z,Unknown,2025-05-25T20:37:29.539Z
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.26,1261411667,83,1261411667,5974916,1.28,1.25,-0.011751547677982001,-0.9230600000000001,-12215798.53552103,-0.95913,1000000000.0,1000000000.0,1000000000.0,4.07,-69.01768,2021-05-12T14:37:47.535Z,0.04515276,2691.30537,2018-09-13T00:00:00.000Z,"{'times': 11.61360222455585, 'currency': 'usd', 'percentage': 1161.360222455585}",2025-05-25T20:37:23.059Z
virtual-protocol,virtual,Virtuals Protocol,https://coin-images.coingecko.com/coins/images/34057/large/LOGOMARK.png?1708356054,1.9100000000000001,1243501532,84,1899715451,197758108,2.03,1.85,-0.12685639805373802,-6.24311,-84567848.94584656,-6.36773,654572521.3289992,1000000000.0,1000000000.0,5.07,-62.57901,2025-01-02T06:15:38.599Z,0.00748604,25218.82604,2024-01-23T20:55:21.653Z,Unknown,2025-05-25T20:37:27.771Z
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,0.7250489999999999,1243315165,85,3113865254,139567212,0.7529939999999999,0.7133849999999999,-0.027801258617594003,-3.6928,-47603228.40948081,-3.68755,1714909778.0,4294967296.0,4294967296.0,4.84,-85.03702,2024-03-06T08:35:50.817Z,0.402159,80.24031,2022-06-18T20:54:52.178Z,Unknown,2025-05-25T20:37:27.325Z
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.01866091,1221774359,86,1929585403,4318135,0.01872526,0.018375660000000002,-5.1880510794029007e-05,-0.27725,-4214971.915533781,-0.3438,65525268651.14063,103486049593.0241,10003352445917.512,0.15007299999999998,-87.57662,2023-01-10T03:14:05.921Z,0.00827405,125.33258,2023-10-19T03:35:41.663Z,Unknown,2025-05-25T20:37:21.308Z
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,12.47,1218501903,87,1246839826,117144860,13.58,12.45,-1.083036803404372,-7.99156,-104806296.27242637,-7.92002,97727220.33,100000000.0,10003352445917.512,52.62,-76.28731,2024-03-14T15:06:22.124Z,0.657401,1798.04722,2020-11-03T16:19:30.576Z,Unknown,2025-05-25T20:37:22.954Z
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,2862.89,1197866660,88,1197866660,2507368,2903.69,2815.95,-39.94488370156887,-1.37607,-16340674.101737738,-1.34579,418370.5322430715,418370.5322430715,10003352445917.512,4814.31,-40.50982,2021-12-01T08:03:50.749Z,887.26,222.79493,2022-06-18T20:55:45.957Z,Unknown,2025-05-25T20:37:30.047Z
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,1.0,1186632464,89,1186632464,120066961,1.006,0.998112,-0.0007166765055680001,-0.07161000000000001,3784170.0,0.31992000000000004,1186612001.86207,1186612001.86207,10003352445917.512,1.052,-4.94136,2025-01-23T22:34:53.341Z,0.975737,2.49205,2025-02-28T01:35:58.101Z,Unknown,2025-05-25T20:37:22.870Z
story-2,ip,Story,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,4.2,1176463199,90,4227049683,30764826,4.31,4.12,-0.099957120168241,-2.32299,-27688605.83734703,-2.29943,279910207.4,1005721516.8,10003352445917.512,7.31,-42.58165,2025-02-26T16:11:25.410Z,1.0,319.80754,2025-02-14T03:11:08.309Z,Unknown,2025-05-25T20:37:21.387Z
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.21520299999999998,1147564394,91,2152187658,44449237,0.22702899999999998,0.213108,-0.011777947400274,-5.18896,-61485970.731095076,-5.0854800000000004,5332083333.0,10000000000.0,10003352445917.512,1.1400000000000001,-81.11429,2024-03-16T02:30:23.904Z,0.09536399999999999,125.70817,2023-10-19T08:05:30.655Z,Unknown,2025-05-25T20:37:21.709Z
eos,eos,EOS,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,0.751273,1139647744,92,1577745853,100607913,0.7807489999999999,0.716028,0.01433613,1.94537,22043649.0,1.9724,1516885789.1746,2100000000.0,2100000000.0,22.71,-96.69177,2018-04-29T07:50:33.540Z,0.402746,86.55446,2024-11-04T21:55:59.771Z,"{'times': -0.24113826603006203, 'currency': 'usd', 'percentage': -24.113826603006252}",2025-05-25T20:37:21.929Z
immutable-x,imx,Immutable,https://coin-images.coingecko.com/coins/images/17233/large/immutableX-symbol-BLK-RGB.png?1696516787,0.6164339999999999,1134970749,93,1232411883,28270386,0.6389800000000001,0.607317,-0.022273236261409,-3.48724,-39996781.163069725,-3.40408,1841869206.3898141,2000000000.0,2000000000.0,9.52,-93.52899,2021-11-26T01:03:01.536Z,0.353994,74.0245,2025-04-07T07:00:54.005Z,Unknown,2025-05-25T20:37:25.500Z
xdce-crowd-sale,xdc,XDC Network,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.06782,1099739164,94,2576982481,31629054,0.069071,0.067414,-0.001042249047661,-1.51353,18758982.0,1.73537,16214303522.5,37994442229.5,10003352445917.512,0.19275399999999998,-64.84003,2021-08-21T04:39:48.324Z,0.00039532,17043.73803,2019-07-22T00:00:00.000Z,"{'times': 2.577483091362218, 'currency': 'eth', 'percentage': 257.7483091362218}",2025-05-25T20:37:22.249Z
dogwifcoin,wif,dogwifhat,https://coin-images.coingecko.com/coins/images/33566/large/dogwifhat.jpg?1702499428,1.049,1048088122,95,1048088122,422725830,1.13,1.022,-0.068221512788881,-6.10664,-66606067.79787111,-5.97528,998926392.0,998926392.0,998926392.0,4.83,-78.26512,2024-03-31T09:34:58.366Z,0.00155464,67363.10683,2023-12-13T07:13:50.873Z,Unknown,2025-05-25T20:37:27.414Z
solv-btc,solvbtc,Solv Protocol BTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,107439.0,1027530832,96,1027530832,1854413,108755.0,106682.0,-1312.6154550825595,-1.20698,-67914046.66954195,-6.19968,9567.877615592946,9567.877615592946,21000000.0,111685.0,-3.75752,2025-05-22T19:31:29.789Z,49058.0,119.1054,2024-08-05T06:28:45.311Z,Unknown,2025-05-25T20:37:28.842Z
the-graph,grt,The Graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,0.10550000000000001,1007358335,97,1138121193,34104798,0.10963,0.104322,-0.00403836898214,-3.68672,-38020802.9914912,-3.63703,9548531509.16547,10788004319.0,10788004319.0,2.84,-96.29035,2021-02-12T07:28:45.775Z,0.052051,102.51252,2022-11-22T10:05:03.503Z,Unknown,2025-05-25T20:37:21.885Z
curve-dao-token,crv,Curve DAO,https://coin-images.coingecko.com/coins/images/12124/large/Curve.png?1696511967,0.7419319999999999,996725365,98,1680030652,145001835,0.7741500000000001,0.734713,-0.032218303856472,-4.16177,-43250401.13350093,-4.15879,1343378344.0,2264331654.145136,3030303031.0,15.37,-95.17279,2020-08-14T00:00:00.000Z,0.180354,311.43602,2024-08-05T11:41:26.119Z,Unknown,2025-05-25T20:37:22.425Z
maker,mkr,Maker,https://coin-images.coingecko.com/coins/images/1364/large/Mark_Maker.png?1696502423,1624.53,980432458,99,1021005227,32498033,1663.21,1601.88,-38.68359510558912,-2.32584,-65392599.73610723,-6.25273,603525.0890781569,628500.4804904283,1005577.0,6292.31,-74.18695,2021-05-03T21:54:29.333Z,168.36,864.75526,2020-03-16T20:52:36.527Z,Unknown,2025-05-25T20:37:29.796Z
msol,msol,Marinade Staked SOL,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,222.84,939144211,100,939274068,19770177,230.22,219.13,-7.166055687367049,-3.11563,-29889500.586842537,-3.08446,4216359.0,4216942.0,4216942.0,363.77,-38.81558,2025-01-19T11:26:02.862Z,8.93,2392.3247,2022-12-29T20:45:33.039Z,Unknown,2025-05-25T20:37:28.004Z
